20240114	22:46:15	cf90f298-faf2-4555-88f7-dad4c862a86a	/newPage	GET
20240114	22:46:15	48d01bc2-171c-4c8d-b9e3-6876fa2cca05	/img/mountain.jpeg	GET
20240125	18:25:53	6ba4e4f0-ead0-4248-bf27-d72245c7098d	GET	https://www.google.com	/
20240125	18:32:34	3b77cffd-7e50-4fda-a0a0-c18c52812030	OPTIONS	https://www.google.com	/
20240125	18:32:34	f329077f-fec9-45ec-8851-4484d5a839b2	GET	https://www.google.com	/
20240125	18:33:22	4ed89502-8283-4c67-8665-95b5adeefc65	OPTIONS	https://www.google.com	/
20240125	18:33:22	36c3ef96-0e2e-4fa8-934d-5bdb53d03262	GET	https://www.google.com	/
20240125	18:33:31	5c400244-09d7-4144-b8e0-d22d15608a1b	GET	undefined	/indexasd
20240125	18:37:35	955bf706-14a3-4798-9ec7-abaa9f2c4f72	GET	undefined	/indexasd
20240125	18:38:02	20ccc5f9-329e-4ba4-9551-713ba93b4bca	GET	undefined	/indexasd
20240125	18:38:44	29766e0a-752e-46ee-b427-06f5bbb639f7	GET	undefined	/indexasd
20240125	18:38:57	02fbf72a-2d9a-4ddf-ac74-19d71abd1645	GET	undefined	/indexasd
20240125	18:38:57	7691ebb2-44d4-4507-9a76-bf727176c93d	GET	undefined	/css/sttyled.css
20240127	01:50:51	3d67c735-829e-4caf-b8aa-08a6b9b7a672	GET	undefined	/indexasd
20240127	01:50:52	0e88cf5a-7a33-42e4-944a-36e863299177	GET	undefined	/css/sttyled.css
20240127	02:02:37	7c3b8070-e36b-43de-ab0f-a6b03cb4ff3b	GET	undefined	/indexasd
20240127	02:05:36	6dffc804-9bc8-43d3-9fbe-e40b1df7382b	GET	undefined	/
20240127	02:05:37	06f12008-2f6d-40be-917f-b26502582ef0	GET	undefined	/
20240128	19:30:52	359694cb-5b7c-4762-b581-faff6a64eaee	GET	undefined	/
20240128	19:30:52	86b0f0a7-8625-4327-a883-99b9a3512467	GET	undefined	/css/sttyled.css
20240128	19:31:52	687d464d-0f13-47d2-9318-014c7aaf761c	GET	undefined	/favicon.ico
20240130	09:45:06	eeedc3e2-5d98-4a80-a332-e72cc1b30e29	GET	undefined	/
20240130	09:45:08	13c60908-eb01-4ca0-8f31-557b5cbd734e	GET	undefined	/css/sttyled.css
20240130	09:45:15	ad513826-e409-45a5-a80c-7b96b01f9109	GET	undefined	/index
20240130	09:45:15	189a64ec-849b-4469-9d20-8209dc63b80c	GET	undefined	/css/sttyled.css
20240130	09:46:32	46333b57-182c-44d0-9916-f49ccddfe4e6	GET	undefined	/test
20240130	09:46:32	17f1a78b-fd79-4233-a2c6-3408540e3650	GET	undefined	/css/sttyled.css
20240130	09:48:00	415ae77f-6ad5-4027-931a-23a362511b0b	GET	undefined	/subDir
20240130	09:48:00	70db3fed-2b20-4022-8635-8622b713a6a1	GET	undefined	/css/sttyled.css
20240130	09:48:52	1087cf99-2e89-4923-a96d-6ab517516283	GET	undefined	/subDir/test
20240130	09:50:41	4fafe7b3-f26c-4339-94c7-3ef2f106558b	GET	undefined	/subDir/test
20240130	09:50:41	997ffa87-7fd1-4470-a1ec-186e92849592	GET	undefined	/subDir/css/sttyled.css
20240130	09:51:48	b32934ad-0728-4ffb-871d-83663d59c585	GET	undefined	/subDir/teasd
20240130	09:51:49	bedb4cca-8f11-4c6e-aedf-584acb14fc57	GET	undefined	/subDir/css/sttyled.css
20240130	09:52:17	19045716-61eb-473c-8d9e-f315985cd6ef	GET	undefined	/sdfad
20240130	09:52:17	73a2eda1-bf7c-49e7-9c46-5c0179507e13	GET	undefined	/css/sttyled.css
20240130	09:52:26	66d4eafa-796b-4e50-8e74-7cae78ab943b	GET	undefined	/adsasd/asdasd
20240130	09:52:26	47c0d95a-ce9a-4fbc-810f-2f246d540588	GET	undefined	/adsasd/css/sttyled.css
20240130	09:54:03	6fa712bf-44f2-4430-a5ab-2f189ddf9ec6	GET	undefined	/adsasd/asdasd
20240130	09:54:03	95496043-3da7-4827-88ed-b9d0b0afb2e3	GET	undefined	/adsasd/css/sttyled.css
20240130	09:56:33	8b5b8d02-cd8b-4be1-856a-bb282cda60da	GET	undefined	/adsasd/asdasd
20240130	09:56:33	7e1816be-af61-49d6-a0a1-b48b591d69f0	GET	undefined	/adsasd/css/sttyled.css
20240130	09:56:51	558ac621-924a-4d80-ba64-70ff799a6924	GET	undefined	/subDir/
20240130	09:56:51	b890dda9-b67f-4c04-b06f-32323e43e13c	GET	undefined	/subDir/css/sttyled.css
20240130	09:57:01	a6cdbe82-e8f6-4771-a098-55618818baeb	GET	undefined	/subDir/test
20240130	09:57:01	9999f056-57a7-47dd-8dd8-9f7ac6c735a2	GET	undefined	/subDir/css/sttyled.css
20240130	09:57:07	860675ee-2cb7-4328-a519-ebec147b38e0	GET	undefined	/subDir/teasda
20240130	09:57:07	214ef679-e3f7-44ed-ad88-5d5ee300989f	GET	undefined	/subDir/css/sttyled.css
20240130	10:06:53	98120d0f-e96a-441d-bbad-731d552d2670	GET	undefined	/subDir/test
20240130	10:06:53	93f1261c-4bf4-48fb-a6a3-7de9f05d3a8f	GET	undefined	/subDir/css/sttyled.css
20240130	10:06:58	d910c602-da8b-4355-aa68-beb9240ccb1c	GET	undefined	/
20240130	10:06:58	94172421-194a-40da-9a78-d4ee67b0e4a0	GET	undefined	/css/sttyled.css
20240130	10:07:08	893afb6e-1351-481e-a0c6-e5835ba364a1	GET	undefined	/index
20240130	10:07:08	4afba658-9917-41fc-8317-ddd780795ddb	GET	undefined	/css/sttyled.css
20240130	10:07:16	886582fa-9ea5-48eb-814f-1e9db75f5dbc	GET	undefined	/subDir
20240130	10:07:16	f4444e47-5aa1-49e3-9043-0bf7783f8eb1	GET	undefined	/subDir/
20240130	10:07:16	5cdd1891-11ad-4dea-a38e-19b76e31517b	GET	undefined	/subDir/css/sttyled.css
20240130	18:34:02	3b23d847-b92c-4efc-9963-97926f534131	GET	undefined	/emplyees
20240130	18:34:55	f60e57e8-f1c2-422c-9673-631f703b8491	GET	undefined	/employees
20240130	18:35:03	704fef06-59a0-4e6e-b0c5-dca3af0eddf0	GET	undefined	/employees
20240130	18:37:14	37524a15-f19d-4a5f-b7d0-26775a634cd3	GET	undefined	/employees
20240130	18:38:01	a8b2cf51-a2ab-4421-8143-3901ba1f1529	POST	undefined	/employees
20240130	18:38:17	c4699a5a-d24f-492c-a0e7-35f95d91b3c0	GET	undefined	/employees
20240130	18:40:41	e358f975-960e-403f-814d-1c79008d67be	POST	undefined	/employees
20240130	18:48:48	bf531065-43f6-4aee-b5a1-2ecabedc1e47	PUT	undefined	/employees
20240130	18:48:58	b9f8df08-3c94-488d-8686-76cad4366c66	PATCH	undefined	/employees
20240130	18:51:14	1482a0a4-dc4d-4dcf-991e-33588b9b7d0c	PATCH	undefined	/employees
20240130	18:52:06	1924402d-2bbb-4759-b876-10ca69ae89cf	PATCH	undefined	/employees
20240130	18:52:33	c0b56f21-4c54-42ce-96ad-4b101292661c	PATCH	undefined	/employees
20240130	18:52:37	9285a90f-6f99-4998-b18f-51817d476f81	PATCH	undefined	/employees
20240202	15:48:52	6b4c337d-84af-441c-a7f6-982b14b53e22	PATCH	undefined	/employees
20240202	15:49:05	442c2e4f-5a4e-48d8-881e-c1772a791085	GET	undefined	/emplyees
20240202	15:54:41	b1aa9407-db7d-41e1-b816-fd8dd012e222	POST	undefined	/employees
20240202	16:05:53	61c6393a-5e80-4e42-a89d-a47fa3ec6316	POST	undefined	/emplyees
20240202	16:06:16	93744f3b-3360-4605-b211-aa3921ce0c68	GET	undefined	/emplyees
20240202	16:06:17	86e60eb6-4e92-433a-b8ca-c4d387c7105f	GET	undefined	/emplyees
20240202	16:08:08	d49ea441-5249-464d-ba99-112245d45a7c	PATCH	undefined	/employees
20240202	16:10:37	bd43c8a8-f044-408f-bd6b-108189c1b7b5	POST	undefined	/emplyees
20240202	16:11:17	9a7e5cca-2615-4a03-ac25-3ece761077cf	POST	undefined	/emplyees
20240202	16:11:43	e926bcfe-c12d-4d58-bf8b-8019a27efdf1	POST	undefined	/employees
20240202	16:12:13	00184a4c-9eae-4e42-9a58-a3123479c740	GET	undefined	/emplyees
20240202	16:12:37	4f0d4c77-f64b-4540-8fd6-491265497234	POST	undefined	/emplyees
20240202	16:12:39	9fe9a6b4-3242-4712-96d6-2ccbcdfd4e29	POST	undefined	/emplyees
20240202	16:13:09	6fcb523b-a733-4866-bf53-ce6f039fd7f6	POST	undefined	/employees
20240202	16:13:19	d84b22c7-29cd-4a26-9165-f22e690650f7	PATCH	undefined	/employees
20240202	16:13:50	2d23cede-d9a9-4b90-a46a-688369a4d8ec	PATCH	undefined	/employees
20240202	16:14:03	5c908a90-075c-433a-9b61-d130626d56e9	PATCH	undefined	/employees
20240202	16:15:49	d5d90ac1-b2c7-4f26-8de6-611f34155408	POST	undefined	/employees
20240202	16:18:00	306daf9c-0a42-488c-8bf0-001d53377303	POST	undefined	/employees
20240202	16:20:24	c134a26e-0ce3-4aec-a2b2-b6bdc7627a2f	POST	undefined	/employees
20240202	16:20:54	473b2111-697e-4c48-b078-f28c2226d315	POST	undefined	/employees
20240203	23:09:53	4d5321f8-8719-4e0d-bbe5-a1416561ebc2	POST	undefined	/employees
20240203	23:11:46	983f0b29-144d-43a9-8e57-c312cd142b03	POST	undefined	/employees
20240203	23:13:49	7f91365c-19b4-4189-ac34-899ae33ed24f	POST	undefined	/employees
20240203	23:25:24	19bcdd87-5993-4bb7-92dd-135ecd1eb989	GET	undefined	/employees
20240203	23:25:33	ce08c831-aa6f-43af-80df-208bda59f582	GET	undefined	/employees
20240203	23:26:37	ec7cafb1-6092-416e-b5e4-87231b309b94	POST	undefined	/employees
20240203	23:27:05	5f9992d8-f539-4ee4-981a-934a10b7a80d	POST	undefined	/employees
20240203	23:27:22	8e2c4cf0-b1c2-451a-a671-2128aa666402	GET	undefined	/employees
20240203	23:27:23	2414942c-f8b3-4f70-a2a4-8fba6289d464	GET	undefined	/employees
20240203	23:27:24	16098cf7-9169-4025-84e5-73e490e846ee	GET	undefined	/employees
20240203	23:27:30	e8ac8c7d-f22b-4f02-aa13-c1c0240920d2	POST	undefined	/employees
20240203	23:30:18	7f3cb5f6-f0c3-4790-a6de-bd17261c6a3d	POST	undefined	/employees
20240203	23:32:21	3afc1a1a-b6bc-4297-b163-cd335314c30c	POST	undefined	/employees
20240203	23:32:26	57931129-1cc6-468c-89d5-6b7f00b4c7cd	POST	undefined	/employees
20240203	23:34:19	a6f1e3ca-eab1-4752-8c35-e7c3213651fa	POST	undefined	/employees
20240203	23:34:24	37b52f5b-0dca-4254-8814-3d84081b8b6b	POST	undefined	/employees
20240203	23:34:25	7244c739-8fe0-4262-a3ec-6793fc40b4b6	POST	undefined	/employees
20240203	23:40:08	04d96215-ac15-4fd1-b581-b4a586010a51	DELETE	undefined	/employees
20240203	23:40:15	b7ca2828-e670-4107-8d07-2c0b44418bad	DELETE	undefined	/employees
20240203	23:40:19	66e3cd1a-c174-4796-9c36-49273eef252c	DELETE	undefined	/employees
20240203	23:40:20	1f062f2f-097f-47fa-858f-fa703b5dfa93	DELETE	undefined	/employees
20240203	23:40:21	2cce3f7c-8923-486c-96ae-0ce9a063ae62	DELETE	undefined	/employees
20240203	23:40:47	73510421-2976-4fc1-a7e4-524290712ee9	PATCH	undefined	/employees
20240203	23:41:03	ed36ba3b-cc35-49c6-8dcd-9ac511929fa3	PATCH	undefined	/employees
20240203	23:41:11	02ea344d-24ee-4b85-9e4b-883be8328268	PATCH	undefined	/employees
20240203	23:51:00	1259da41-f8da-41ee-929d-dcc315ac5377	POST	undefined	/employees
20240203	23:52:31	e0dc969e-0313-430f-ad51-6233634490de	POST	undefined	/employees
20240203	23:53:46	3bedc596-1554-4cc0-9253-c41f74f5d8f4	POST	undefined	/employees
20240203	23:54:00	fd1ae1ca-2a0f-4e5f-91c7-2d45d91fb5fd	POST	undefined	/employees
20240203	23:56:22	0a4056cd-b1fb-4eea-9b37-485f1490a361	PATCH	undefined	/employees
20240203	23:58:59	899cc7ea-48c5-4812-b568-e15ce6abd16b	PATCH	undefined	/employees
20240203	23:59:08	92c06cbd-7a3c-4ece-bc88-ef98de125f89	PATCH	undefined	/employees
20240203	23:59:20	51a54969-1075-4cc3-a485-0397540b2b2a	POST	undefined	/employees
20240203	23:59:39	1afe4e1b-eee9-43aa-97a6-27da55e2cabc	DELETE	undefined	/employees
20240203	23:59:53	5c7c2494-dec0-4e92-8be6-b55bbec6a21d	GET	undefined	/employees/2
20240204	00:00:03	ebfa8d8f-54e6-42f4-8358-03a2d7fe7043	GET	undefined	/employees/2
20240204	00:00:16	049a82ee-36dc-4159-9db5-ac8091999b14	GET	undefined	/employees/id:2
20240204	00:01:49	5af8a6fd-46f1-4a1d-a561-e17119d4af70	GET	undefined	/employees/2
20240204	00:01:50	33c541c2-5649-4a8d-898f-b2af9f3aa368	GET	undefined	/employees/2
20240204	00:01:58	fe0f767c-118d-48d4-a648-891989c70e11	GET	undefined	/employees/2
20240204	00:07:46	27a1e106-047b-4679-877f-d55baa37cd54	GET	undefined	/employees/2
20240204	00:10:15	6d05a813-1dab-40e9-9316-83a4bbb52d2e	GET	undefined	/employees/2
20240204	00:10:33	b37d6eb1-b163-49f5-bffe-5d238f16120d	GET	undefined	/employees/1
20240204	00:10:34	6de8a85f-c61c-43ed-a787-60819be87305	GET	undefined	/employees/1
20240204	00:10:35	cc6fa880-f266-4cc5-b39a-da6d15a2a51b	GET	undefined	/employees/1
20240204	00:12:48	4c373bdb-af11-43d7-97de-f34ed28f55ab	GET	undefined	/employees/1
20240204	00:15:08	a6c89638-8034-4cb3-a229-f83f75296a3d	GET	undefined	/employees/
20240204	00:15:16	9b529a08-4083-4966-8803-c9e05670d676	GET	undefined	/employees/1/
20240204	00:17:47	bce13518-7bee-408e-a0b7-7296cd9e894b	GET	undefined	/employees/1/
20240204	00:18:32	6795c1cc-32c9-48a8-bcdd-b6ce158b3c8b	GET	undefined	/employees/1
20240204	00:18:36	f6a2f54f-bddc-41d3-9fd8-19dc40e618ef	GET	undefined	/employees/5
20240204	00:18:39	7e0d4d97-84fd-4361-b898-91864f6649f1	GET	undefined	/employees/9
20240204	00:18:43	cca68a82-3a3b-4ac3-a96c-a40e35897ee1	GET	undefined	/employees/9
20240204	00:18:46	da54fe84-d092-4342-beff-69339f20be00	GET	undefined	/employees/3
20240204	20:00:32	0d6ab4e4-4802-4844-8705-d6cba7afa975	GET	undefined	/employees/3
20240204	20:00:40	bc08be0f-b482-4097-9b7f-eb97a04debc2	GET	undefined	/employees/4
20240204	20:44:55	8b54e04f-5469-4ea5-a4c2-91c4aa246713	GET	undefined	/register
20240204	20:45:59	39045fa3-d4ff-4945-9127-21af5141087d	GET	undefined	/register
20240204	20:46:08	c5019210-8ed6-4d3b-b4f5-40269c5dee8b	POST	undefined	/register
20240204	20:46:22	009a54e8-badd-453a-8062-d399b112a5ac	POST	undefined	/register
20240204	20:49:00	ea29215a-ba1e-48d6-af68-f539740b7c00	POST	undefined	/register
20240204	20:49:36	9025c863-6740-42dd-9dda-198f65568f9f	POST	undefined	/register
20240204	20:49:45	9b1d2dee-88d2-41a6-aa4c-b2d872ccf05d	POST	undefined	/register
20240204	20:49:59	8069429c-8a22-4360-b46c-eb7992dce596	POST	undefined	/register
20240204	21:48:59	69ba069b-5f5b-4d0d-ac04-f91ca1afa84b	POST	undefined	/auth
20240204	21:49:08	8fd08d79-a5ce-47e9-844a-a2dabe2f1003	POST	undefined	/auth
20240204	21:49:16	222ba805-b02c-46d3-b44a-3bb6fe2c270d	POST	undefined	/auth
20240204	21:49:25	ceb01136-41db-4181-8e63-14d5f107169b	POST	undefined	/auth
